ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCLHTPO23N000003035,장소,유적지,11284309,이천자석리입상,,,60603,유명사적/유적지,4150037027100510000,경기도,이천시,설성면,자석리,51,4150037027,4150037000,,,,127.559356070178,37.164226032412,라사052072,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003036,장소,유적지,11284310,이평리석불입상,,,60603,유명사적/유적지,4150034031102670022,경기도,이천시,마장면,이평리,267-22,4150034031,4150034000,,,,127.369740659127,37.2257653584153,다사884141,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003037,장소,유적지,11284311,암석조광배연화좌대,,,60603,유명사적/유적지,4150010200104380000,경기도,이천시,관고동,,438,4150010200,4150053000,415004421057,경충대로2709번길,388,127.415547016615,37.2814311707752,다사925202,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003038,장소,유적지,11284313,관고리5층석탑,,,60606,비/탑/문/각,4150010200104010002,경기도,이천시,관고동,,401-2,4150010200,4150053000,,,,127.42794674261,37.2775305360047,다사936198,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003039,장소,유적지,11284314,관고리입상석불,,,60603,유명사적/유적지,4150010200102180003,경기도,이천시,관고동,,218-3,4150010200,4150053000,415002012002,경충대로,2737,127.431763453841,37.2813069602348,다사939202,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003040,장소,유적지,11284315,갈산리석불입상,,,60603,유명사적/유적지,4150010800100760002,경기도,이천시,갈산동,,76-2,4150010800,4150051500,,,,127.467127789136,37.280267064506,다사970201,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003041,장소,유적지,11284316,마애여래상,,,60603,유명사적/유적지,4150033026105270004,경기도,이천시,호법면,동산리,527-4,4150033026,4150033000,,,,127.406971773535,37.1940932436481,다사917105,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003042,장소,유적지,11284317,선읍리입상석불,,,60603,유명사적/유적지,4150025028108990003,경기도,이천시,장호원읍,선읍리,899-3,4150025028,4150025000,,,,127.558665258987,37.1474164424724,라사052054,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003043,장소,유적지,11284319,석조약사여래좌상,,,60603,유명사적/유적지,4150032024104350001,경기도,이천시,백사면,송말리,435-1,4150032024,4150032000,415004421577,원적로869번길,309-52,127.462562955889,37.3538912574482,다사966283,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003044,장소,유적지,11284320,도립리육괴정,,,60603,유명사적/유적지,4150032023107350000,경기도,이천시,백사면,도립리,735,4150032023,4150032000,415004421570,원적로743번길,85,127.45802317122,37.3419760639231,다사962269,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003045,장소,유적지,11284322,애련정,,,60603,유명사적/유적지,4150010700104040000,경기도,이천시,안흥동,,404,4150010700,4150051500,415004421705,중리천로113번길,12,127.450503145152,37.2773165858301,다사956198,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003046,장소,유적지,11284329,여주향교,,,60609,서원/향교/서당,4167010800102610001,경기도,여주시,교동,,261-1,4167010800,4167052000,416704442487,향교1길,28,127.628267620461,37.2890143026869,라사113211,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003047,장소,유적지,11284331,기천서원지,,,60603,유명사적/유적지,4167033021200260001,경기도,여주시,금사면,이포리,산26-1,4167033021,4167033000,,,,127.529363271829,37.3927320067166,라사025326,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003048,장소,유적지,11284332,윤씨동강공파종택,,,60603,유명사적/유적지,4167031030101790003,경기도,여주시,점동면,사곡리,179-3,4167031030,4167031000,416704442146,모래실2길,19,127.686692338187,37.202377426965,라사165115,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003049,장소,유적지,11284333,임은이민곤영정,,,60603,유명사적/유적지,4167032021102710001,경기도,여주시,흥천면,복대리,271-1,4167032021,4167032000,416704442093,늪말길,27,127.531535190732,37.3630667669877,라사027293,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003050,장소,유적지,11284335,삼층석탑,,,60603,유명사적/유적지,4167012000105750010,경기도,여주시,천송동,,575-10,4167012000,4167053000,,,,127.662325323097,37.2969180435765,라사143220,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003051,장소,유적지,11284336,원구형석조부도,,,60603,유명사적/유적지,4167012000102820000,경기도,여주시,천송동,,282,4167012000,4167053000,416704442277,신륵사길,73,127.661735769309,37.2975948981905,라사143220,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003052,장소,유적지,11284339,명성황후조각공원명성황후탄강구리비,,,60606,비/탑/문/각,4167011600102500002,경기도,여주시,능현동,,250-2,4167011600,4167051000,,,,127.655572825096,37.2605407653236,라사137179,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003053,장소,유적지,11284341,마애여래입상,,,60603,유명사적/유적지,4167032022200050000,경기도,여주시,흥천면,계신리,산5,4167032022,4167032000,,,,127.543321021445,37.3722963936581,라사038303,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003054,장소,유적지,11284342,극락보전,,,60603,유명사적/유적지,4167012000102820000,경기도,여주시,천송동,,282,4167012000,4167053000,416704442277,신륵사길,73,127.661632063546,37.2975882793852,라사143220,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003055,장소,유적지,11284344,여주시경수연도,,,60603,유명사적/유적지,4167037028101860001,경기도,여주시,강천면,부평리,186-1,4167037028,4167037000,416704442373,운무실길,21,127.737168302741,37.2861423660027,라사210208,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003056,장소,유적지,11284347,이충원영정,,,60603,유명사적/유적지,4167038026102440000,경기도,여주시,산북면,백자리,244,4167038026,4167038000,,,,127.454730608029,37.4196248255659,다사959356,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003057,장소,유적지,11284348,팔각원당형석조부도,,,60603,유명사적/유적지,4167012000102820000,경기도,여주시,천송동,,282,4167012000,4167053000,416704442277,신륵사길,73,127.66127785335,37.2977837346682,라사142221,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003058,장소,유적지,11284350,흔암리선사유적지,,,60603,유명사적/유적지,4167031034100010001,경기도,여주시,점동면,흔암리,1-1,4167031034,4167031000,,,,127.682533041196,37.240848879399,라사161157,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003059,장소,유적지,11284351,여주매룡리고분군,,,60603,유명사적/유적지,4167010100200030001,경기도,여주시,상동,,산3-1,4167010100,4167051000,,,,127.654497574203,37.2903223595866,라사136212,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003060,장소,유적지,11284355,해시계,,,60603,유명사적/유적지,4167035036101900002,경기도,여주시,대신면,보통리,190-2,4167035036,4167035000,416704442169,보통1길,98,127.572547512785,37.3750541092903,라사064306,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003061,장소,유적지,11284359,매산서원,,,60609,서원/향교/서당,4167034521103210004,경기도,여주시,세종대왕면,번도리,321-4,4167034521,4167034500,416703214014,능서로,94-8,127.576603252676,37.3062918383531,라사067230,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003062,장소,유적지,11284361,길수익효자비,,,60606,비/탑/문/각,4167034523102000000,경기도,여주시,세종대왕면,왕대리,200,4167034523,4167034500,416704442356,왕터1길,50-2,127.602247982868,37.3227310253808,라사090248,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003063,장소,유적지,11284372,고달사지부도,,,60603,유명사적/유적지,4167036025104110001,경기도,여주시,북내면,상교리,411-1,4167036025,4167036000,,,,127.652561644119,37.3938234572874,라사135327,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003064,장소,유적지,11284374,고달사지원종대사탑,,,60606,비/탑/문/각,4167036025104120001,경기도,여주시,북내면,상교리,412-1,4167036025,4167036000,,,,127.651607970031,37.3946950583046,라사134328,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003065,장소,유적지,11284375,고달사지석불좌,,,60603,유명사적/유적지,4167036025104200005,경기도,여주시,북내면,상교리,420-5,4167036025,4167036000,,,,127.654316384196,37.3928926666442,라사136326,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003066,장소,유적지,11284377,하리3층석탑,,,60606,비/탑/문/각,4167010100200360000,경기도,여주시,상동,,산36,4167010100,4167051000,,,,127.644854032771,37.286721389502,라사128208,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003067,장소,유적지,11284379,다층석탑,,,60606,비/탑/문/각,4167012000102820000,경기도,여주시,천송동,,282,4167012000,4167053000,416704442277,신륵사길,73,127.661607649492,37.2976738552642,라사143220,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003068,장소,유적지,11284381,보제존자석종,,,60606,비/탑/문/각,4167012000102820000,경기도,여주시,천송동,,282,4167012000,4167053000,416704442277,신륵사길,73,127.661598686015,37.2974395945139,라사143220,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003069,장소,유적지,11284383,대장각기비,,,60606,비/탑/문/각,4167012000102820001,경기도,여주시,천송동,,282-1,4167012000,4167053000,,,,127.662224780772,37.2973858260353,라사143220,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003070,장소,유적지,11284384,보제존자석종앞석등,,,60603,유명사적/유적지,4167012000102820000,경기도,여주시,천송동,,282,4167012000,4167053000,416704442277,신륵사길,73,127.661652135755,37.2973719167739,라사143220,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003071,장소,유적지,11284385,이충원교서,,,60603,유명사적/유적지,4167038026102440000,경기도,여주시,산북면,백자리,244,4167038026,4167038000,,,,127.454730608029,37.4196248255659,다사959356,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003072,장소,유적지,11284388,조선효종영릉재실,,,60603,유명사적/유적지,4167034523109010003,경기도,여주시,세종대왕면,왕대리,901-3,4167034523,4167034500,,,,127.602825612345,37.3072965768261,라사091231,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003073,장소,유적지,11284393,김영구가옥,,,60608,고택/생가/민속마을,4167035036101900002,경기도,여주시,대신면,보통리,190-2,4167035036,4167035000,416704442169,보통1길,98,127.572547512785,37.3750541092903,라사064306,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003074,장소,유적지,11284404,대로사비,,,60606,비/탑/문/각,4167010700102000001,경기도,여주시,하동,,200-1,4167010700,4167052000,416703214056,청심로,113,127.633255514039,37.2994284063427,라사118222,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003075,장소,유적지,11284415,운계서원,,,60609,서원/향교/서당,4183040031200040002,경기도,양평군,용문면,덕촌리,산4-2,4183040031,4183040000,418304452068,용문산로192번길,16-21,127.600969748414,37.5150768732745,라사089462,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003076,장소,유적지,11284417,이준경선생묘,,,60603,유명사적/유적지,4183033023200350001,경기도,양평군,양서면,부용리,산35-1,4183033023,4183033000,418303217010,목왕로,308-41,127.351472355307,37.5552737435406,다사868506,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003077,장소,유적지,11285234,통진향교,,,60609,서원/향교/서당,4157035021104400025,경기도,김포시,월곶면,군하리,440-25,4157035021,4157035000,,,,126.552689549119,37.7166288230969,다사165689,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003078,장소,유적지,11285367,고령신씨신도비군,,,60606,비/탑/문/각,4125011200104430005,경기도,동두천시,상패동,,443-5,4125011200,4125060000,,,,127.03311758841,37.9116851404218,다사589903,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003079,장소,유적지,11285424,노르웨이참전비,,,60606,비/탑/문/각,4125010900101620010,경기도,동두천시,상봉암동,,162-10,4125010900,4125058000,412504367186,평화로2910번길,96-63,127.065476616245,37.9425591623009,다사618937,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003080,장소,유적지,11285513,백수현전통가옥,,,60608,고택/생가/민속마을,4163032023103800001,경기도,양주시,남면,매곡리,380-1,4163032023,4163032000,416304436464,휴암로421번길,121,126.953423891507,37.8950671627487,다사519884,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003081,장소,유적지,11285535,이준선생영정,,,60608,고택/생가/민속마을,4163032021200010001,경기도,양주시,남면,신산리,산1-1,4163032021,4163032000,416303012060,감악산로,482-13,126.973581044035,37.9059065366941,다사537896,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003082,장소,유적지,11285575,정렴선생묘,,,60603,유명사적/유적지,4163010500200900000,경기도,양주시,산북동,,산90,4163010500,4163051000,,,,127.035942630026,37.8102958286247,다사591790,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003083,장소,유적지,11285581,이해수선생묘,,,60603,유명사적/유적지,4163032029200010000,경기도,양주시,남면,한산리,산1,4163032029,4163032000,,,,126.995733410686,37.9135224048272,다사556905,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003084,장소,유적지,11285595,송질선생묘및신도비,,,60603,유명사적/유적지,4163031025101390003,경기도,양주시,은현면,하패리,139-3,4163031025,4163031000,,,,127.03965940892,37.8848999852329,다사595873,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003085,장소,유적지,11285896,교하향교,,,60609,서원/향교/서당,4148010100110130000,경기도,파주시,금촌동,,1013,4148010100,4148052000,414803206051,쇠재로,91,126.776913874118,37.7497074036006,다사362724,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003086,장소,유적지,11285911,파평윤씨묘역,,,60603,유명사적/유적지,4148010700200490014,경기도,파주시,교하동,,산49-14,4148010700,4148054000,,,,126.742848448775,37.7464691411465,다사332721,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003087,장소,유적지,11285948,금수정,,,60603,유명사적/유적지,4165035024108590000,경기도,포천시,창수면,오가리,859,4165035024,4165035000,,,,127.186483046541,38.0192165227656,다아724021,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003088,장소,유적지,11286279,3층석탑,,,60606,비/탑/문/각,4182034528201620001,경기도,가평군,조종면,운악리,산162-1,4182034528,4182034500,,,,127.331071482014,37.8706047317516,다사851856,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003089,장소,유적지,11286302,이천보고가,,,60608,고택/생가/민속마을,4182033021200860003,경기도,가평군,상면,연하리,산86-3,4182033021,4182033000,,,,127.346855493012,37.7982753614328,다사865776,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003090,장소,유적지,11286322,연하리향나무,,,60603,유명사적/유적지,4182033021200860003,경기도,가평군,상면,연하리,산86-3,4182033021,4182033000,,,,127.348263065168,37.7992252813309,다사866777,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003091,장소,유적지,11286355,현등사봉선사종,,,60603,유명사적/유적지,4182034528201620001,경기도,가평군,조종면,운악리,산162-1,4182034528,4182034500,,,,127.331050445436,37.8708048822726,다사851856,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003092,장소,유적지,11286369,가평향교,,,60609,서원/향교/서당,4182025021105510002,경기도,가평군,가평읍,읍내리,551-2,4182025021,4182025000,418203216064,향교로,23-1,127.50760662312,37.8299910122918,라사006811,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003093,장소,유적지,11286378,경현단,,,60603,유명사적/유적지,4182031024200540001,경기도,가평군,설악면,사룡리,산54-1,4182031024,4182031000,,,,127.480410623467,37.6856709248657,다사982651,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003094,장소,유적지,11286386,강영천효자문,,,60606,비/탑/문/각,4182035025103960001,경기도,가평군,북면,적목리,396-1,4182035025,4182035000,,,,127.42064497758,37.9701774124104,다사930966,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003095,장소,유적지,11286390,벌묘,,,60603,유명사적/유적지,4182031033200860004,경기도,가평군,설악면,방일리,산86-4,4182031033,4182031000,,,,127.49343475613,37.6203168713082,다사994578,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003096,장소,유적지,11286403,신앙유적지,,,60603,유명사적/유적지,4182035025200010028,경기도,가평군,북면,적목리,산1-28,4182035025,4182035000,,,,127.440526093179,38.0069147957384,다아947007,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003097,장소,유적지,11286481,오층석탑,,,60606,비/탑/문/각,4136036024200260022,경기도,남양주시,조안면,송촌리,산26-22,4136036024,4136036000,413604841535,송송골길,81,127.304570841456,37.5729822328057,다사827526,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003098,장소,유적지,11286492,불암사경판,,,60603,유명사적/유적지,4136011100107970000,경기도,남양주시,별내동,,797,4136011100,4136057000,413603197031,불암산로,190,127.098684045302,37.6584497446221,다사646621,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003099,장소,유적지,11286499,부도,,,60606,비/탑/문/각,4136036024200260022,경기도,남양주시,조안면,송촌리,산26-22,4136036024,4136036000,413604841535,송송골길,81,127.304570841456,37.5729822328057,다사827526,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003100,장소,유적지,11286502,봉선사괘불,,,60603,유명사적/유적지,4136025325102550000,경기도,남양주시,진접읍,부평리,255,4136025325,4136025300,413604391815,봉선사길,30,127.183351696145,37.7472916786877,다사721720,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003101,장소,유적지,11286503,신재한상경영정,,,60603,유명사적/유적지,4136025328108110003,경기도,남양주시,진접읍,금곡리,811-3,4136025328,4136025300,,,,127.205659626156,37.7146775193427,다사740683,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003102,장소,유적지,11286505,수석리토성,,,60603,유명사적/유적지,4136010800200020080,경기도,남양주시,수석동,,산2-80,4136010800,4136056500,,,,127.175160407524,37.5900736664605,다사713545,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003103,장소,유적지,11286535,홍국사대웅보전,,,60603,유명사적/유적지,4136011100123310000,경기도,남양주시,별내동,,2331,4136011100,4136057000,413604391256,덕릉로1071번길,58,127.098593064964,37.6845214444563,다사646650,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003104,장소,유적지,11286542,양지리향나무,,,60607,천연기념물,4136026221200650000,경기도,남양주시,오남읍,양지리,산65,4136026221,4136026200,,,,127.193177284001,37.6891990979864,다사729655,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003105,장소,유적지,11286544,진접여경구가옥,,,60608,고택/생가/민속마을,4136025323102860000,경기도,남양주시,진접읍,내곡리,286,4136025323,4136025300,413604391192,금강로961번길,25-14,127.158354573597,37.6870766164333,다사698653,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003106,장소,유적지,11286561,이곤선생효자문,,,60606,비/탑/문/각,4159025321104320007,경기도,화성시,봉담읍,상리,432-7,4159025321,4159025300,,,,126.937171923937,37.2184043339796,다사500134,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003107,장소,유적지,11286562,수원고읍성,,,60610,성/성터,4159012600101870039,경기도,화성시,안녕동,,187-39,4159012600,4159057000,,,,126.986488753809,37.214367766611,다사544129,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003108,장소,유적지,11286566,선정비군,,,60606,비/탑/문/각,4159026221106720003,경기도,화성시,남양읍,남양리,672-3,4159026221,4159026200,,,,126.814041958,37.2072153299732,다사391122,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003109,장소,유적지,11286574,삼봉집목판,,,60603,유명사적/유적지,4122031023103110000,경기도,평택시,진위면,은산리,311,4122031023,4122031000,412204364618,은산길,90,127.120285559518,37.0788652846504,다바662978,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003110,장소,유적지,11286579,홍학사비각,,,60606,비/탑/문/각,4122025035102200002,경기도,평택시,팽성읍,본정리,220-2,4122025035,4122025000,,,,127.007189929871,36.9444168111038,다바561830,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003111,장소,유적지,11286646,안성봉업사지,,,60603,유명사적/유적지,4155040021101480003,경기도,안성시,죽산면,죽산리,148-3,4155040021,4155040000,,,,127.431052027771,37.0785927427122,다바938977,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003112,장소,유적지,11286660,조선백자도요지,,,60608,고택/생가/민속마을,4161034022200050000,경기도,광주시,퇴촌면,관음리,산5,4161034022,4161034000,,,,127.33697671804,37.4660838417702,다사855407,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003113,장소,유적지,11286744,녹동서원,,,60609,서원/향교/서당,2771031032105850001,대구광역시,달성군,가창면,우록리,585-1,2771031032,2771031000,277104244452,우록길,218,128.646596232488,35.7233330814217,마마037480,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003114,장소,유적지,11286757,마애여래좌상,,,60603,유명사적/유적지,4150036028200700001,경기도,이천시,모가면,소고리,산70-1,4150036028,4150036000,,,,127.459284753004,37.1763312790611,다사963086,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003115,장소,유적지,11286846,석우리선돌,,,60603,유명사적/유적지,4167036028102160000,경기도,여주시,북내면,석우리,216,4167036028,4167036000,,,,127.683283443642,37.3826192720332,라사162315,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003116,장소,유적지,11286857,처리선돌,,,60603,유명사적/유적지,4167011400103520005,경기도,여주시,삼교동,,352-5,4167011400,4167051000,,,,127.661477425654,37.2292066129736,라사143144,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003117,장소,유적지,11286991,사비문,,,60603,유명사적/유적지,4476044024111330002,충청남도,부여군,석성면,증산리,1133-2,4476044024,4476044000,,,,127.000455598297,36.2452449881688,다바551054,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003118,장소,유적지,11287043,노산사지,,,60603,유명사적/유적지,4183035028200160048,경기도,양평군,서종면,수입리,산16-48,4183035028,4183035000,,,,127.408143651496,37.640528336894,다사918601,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003119,장소,유적지,11287047,김병호고가,,,60608,고택/생가/민속마을,4183040032101810000,경기도,양평군,용문면,오촌리,181,4183040032,4183040000,418304451993,오촌길49번길,6-1,127.586073721741,37.5352054574983,라사076484,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003120,장소,유적지,11287057,원증국사석종비,,,60606,비/탑/문/각,4183034022103020000,경기도,양평군,옥천면,용천리,302,4183034022,4183034000,418304451585,사나사길,329,127.506229666992,37.538212504338,라사005487,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003121,장소,유적지,11287059,원증국사석탑,,,60606,비/탑/문/각,4183034022103020000,경기도,양평군,옥천면,용천리,302,4183034022,4183034000,418304451585,사나사길,329,127.506229666992,37.538212504338,라사005487,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003122,장소,유적지,11287070,상자포리여래입상,,,60603,유명사적/유적지,4183041033104220012,경기도,양평군,개군면,상자포리,422-12,4183041033,4183041000,,,,127.545732940493,37.4273732555279,라사040364,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003123,장소,유적지,11287074,금동관음보살좌상,,,60603,유명사적/유적지,4183040033106240001,경기도,양평군,용문면,신점리,624-1,4183040033,4183040000,,,,127.571160312086,37.5503482275544,라사062501,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003124,장소,유적지,11287079,용천리삼층석탑,,,60606,비/탑/문/각,4183034022103020000,경기도,양평군,옥천면,용천리,302,4183034022,4183034000,418304451585,사나사길,329,127.506229666992,37.538212504338,라사005487,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003125,장소,유적지,11287085,지평리삼층석탑,,,60606,비/탑/문/각,4183039521105020002,경기도,양평군,지평면,지평리,502-2,4183039521,4183039500,418303217026,지평의병로,107,127.637804125902,37.4754910963818,라사121418,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003126,장소,유적지,11287098,지평향교,,,60609,서원/향교/서당,4183039521103430000,경기도,양평군,지평면,지평리,343,4183039521,4183039500,418303217025,지평로,333,127.63716903175,37.480970989072,라사121424,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003127,장소,유적지,11287120,함왕성지,,,60603,유명사적/유적지,4183040025200790000,경기도,양평군,용문면,연수리,산79,4183040025,4183040000,,,,127.548271515326,37.5241222692489,라사042472,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003128,장소,유적지,11287127,3층지진탑,,,60606,비/탑/문/각,4182034528201620001,경기도,가평군,조종면,운악리,산162-1,4182034528,4182034500,,,,127.331071482014,37.8706047317516,다사851856,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003129,장소,유적지,11288973,채만식묘소,,,60603,유명사적/유적지,4513033022100100000,전라북도,군산시,임피면,축산리,10,4513033022,4513033000,451304604058,계남길,35,126.864303653507,35.9935530975143,다마427776,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003130,장소,유적지,11288985,군산신흥동일본식가옥,,,60608,고택/생가/민속마을,4513010200100580002,전라북도,군산시,신흥동,,58-2,4513010200,4513051500,451304604085,구영1길,17,126.706051463092,35.9861602030763,다마284768,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003131,장소,유적지,11288986,옛군산세관,,,60603,유명사적/유적지,4513012000100490038,전라북도,군산시,장미동,,49-38,4513012000,4513053000,451303268109,해망로,244-7,126.711264466051,35.9910619819678,다마289774,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003132,장소,유적지,11288999,발산리유적지,,,60603,유명사적/유적지,4513036024100450001,전라북도,군산시,개정면,발산리,45-1,4513036024,4513036000,451304604357,바르메길,43,126.796439022428,35.9593796673513,다마365738,20240104,KT,KC_507_LLR_HISTST_2023,20231220
KCLHTPO23N000003133,장소,유적지,11289002,오성인의묘,,,60603,유명사적/유적지,4513037021200380012,전라북도,군산시,성산면,성덕리,산38-12,4513037021,4513037000,451304605121,환동길,182,126.784162312793,36.0132589975626,다마354798,20240104,KT,KC_507_LLR_HISTST_2023,20231220
